SITENAME|LNG|LAT|METHOD|MODEL|VARS|WEIGHTS|NDIVISIONS|DIRECTION|GROWINGSEASON|ROTATION|PERIOD|ZONES|RESOLUTION|SCENARIO|OUTFILE|THRESHOLD
GLOBAL_1399897199077|24.438|35.353|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[grc,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399897199077/|0.0
GLOBAL_1399898718414|-82.358|27.751|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399898718414/|0.0
GLOBAL_1399900105114|-62.578|-27.684|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399900105114/|0.0
GLOBAL_1399900508465|-1.055|7.885|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1399900508465/|0.0
GLOBAL_1399901121219|-90.132|37.448|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399901121219/|0.0
GLOBAL_1399928555997|-79.8842096|36.4577233|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1399928555997/|0.0
GLOBAL_1399932288916|34.774|31.8|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399932288916/|0.0
GLOBAL_1399932723919|35.172|30.772|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399932723919/|0.0
GLOBAL_1399935800111|14.122|46.37|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1399935800111/|0.0
COL_1399936198254|-76.496|3.405|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1399936198254/|0.0
GLOBAL_1399936830758|-121.641|45.829|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399936830758/|0.0
GLOBAL_1399971858051|16.106|47.855|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aut,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399971858051/|0.0
GLOBAL_1399979700656|19.061|47.664|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[hun,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399979700656/|0.0
GLOBAL_1399982062055|90.93|30.31|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1399982062055/|0.0
GLOBAL_1399996315866|-100.547|-5.966|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1399996315866/|0.0
GLOBAL_1399996776365|-15.574|13.958|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1399996776365/|0.0
GLOBAL_1400003560390|32.589|0.311|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[uga,global]|[30s,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400003560390/|0.0
GLOBAL_1400008877886|-82.145|26.966|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400008877886/|0.0
GLOBAL_1400009488306|-82.212|26.967|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400009488306/|0.0
COL_1400031961823|-76.441|3.405|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1400031961823/|0.8
COL_1400032142960|-76.441|3.405|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1400032142960/|0.0
COL_1400032648207|-76.188|3.453|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1400032648207/|0.0
GLOBAL_1400067817819|121.1622|13.9411|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[phl,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400067817819/|0.0
GLOBAL_1400069681971|-88.521|32.442|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400069681971/|0.0
AUS_1400070033076|150.906|-31.066|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1400070033076/|0.0
GLOBAL_1400072144907|-88.521|32.442|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400072144907/|0.0
GLOBAL_1400072631659|-90.558|31.545|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400072631659/|0.0
GLOBAL_1400073062335|151.451|-33.332|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400073062335/|0.0
GLOBAL_1400073481037|-111.975|33.697|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400073481037/|0.0
GLOBAL_1400073692072|151.451|-33.332|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400073692072/|0.0
GLOBAL_1400073797654|-95.801|36.676|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400073797654/|0.0
GLOBAL_1400074107575|-88.521|32.442|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400074107575/|0.0
GLOBAL_1400074562571|151.451|-33.332|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400074562571/|0.0
GLOBAL_1400074974649|151.451|-33.332|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400074974649/|0.0
GLOBAL_1400075255406|151.451|-33.332|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|2:6|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400075255406/|0.0
GLOBAL_1400075704797|-158.072|21.422|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400075704797/|0.0
GLOBAL_1400075995511|151.451|-33.332|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[aus,global]|[30s,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400075995511/|0.0
GLOBAL_1400077278625|-88.521|32.442|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400077278625/|0.6
GLOBAL_1400078045975|-88.521|32.442|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400078045975/|0.0
GLOBAL_1400078786966|97.3|29.4|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[usa,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400078786966/|0.0
AUS_1400078744800|151.451|-33.332|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1400078744800/|0.0
GLOBAL_1400080680419|-70.971|-34.329|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[chl,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400080680419/|0.0
GLOBAL_1400081375727|-123.124|43.993|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400081375727/|0.0
GLOBAL_1400083030163|151.227|-33.321|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[aus,global]|[30s,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400083030163/|0.0
GLOBAL_1400084444455|8.55|48.802|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[deu,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400084444455/|0.0
GLOBAL_1400084503320|15.564|50.882|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|4:10|none|[1960_1990,1960_1990]|[pol,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400084503320/|0.0
GLOBAL_1400084520744|-94.658|39.308|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400084520744/|0.0
GLOBAL_1400084838620|72.0|44.0|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400084838620/|0.0
GLOBAL_1400085140898|-73.125|44.535|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400085140898/|0.0
GLOBAL_1400091087880|-9.06|52.978|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[irl,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400091087880/|0.0
GLOBAL_1400091913460|20.704|38.782|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[grc,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400091913460/|0.0
GLOBAL_1400093435600|98.1167|29.7|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400093435600/|0.0
GLOBAL_1400094182695|4.509|51.925|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|3:8|none|[1960_1990,1960_1990]|[nld,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400094182695/|0.0
GLOBAL_1400100710130|-72.664|44.653|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400100710130/|0.0
GLOBAL_1400101184389|-9.143|52.992|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400101184389/|0.06
GLOBAL_1400106748742|173.419|-41.17|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[nzl,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400106748742/|0.0
GLOBAL_1400110857670|-97.756|30.202|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400110857670/|0.0
GLOBAL_1400117205782|-65.762|45.589|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400117205782/|0.0
GLOBAL_1400126442691|150.906|-31.066|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400126442691/|0.0
GLOBAL_1400134064194|-112.489|34.534|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400134064194/|0.6
GLOBAL_1400134304178|151.257|-23.842|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400134304178/|0.0
GLOBAL_1400134562747|151.249|-23.845|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[aus,global]|[30s,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1400134562747/|0.0
GLOBAL_1400139687961|5.387|52.065|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[nld,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400139687961/|0.0
GLOBAL_1400141698146|5.327|51.688|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[nld,global]|[30s,10min]|[a2,baseline]|/var/www/analogues/outputs/GLOBAL_1400141698146/|0.0
GLOBAL_1400146550127|39.48006|13.48845|ccafs|[ensemble,current]|[tmean,prec]|[0.3,0.7]|[12,12]|backward|6:8|none|[2020_2049,1960_1990]|[eth,global]|[30s,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400146550127/|0.5
GLOBAL_1400147868737|39.48006|13.48845|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.3,0.7]|[12,12]|none|6:8|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400147868737/|0.5
GLOBAL_1400149438716|39.48006|13.48845|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|6:9|none|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400149438716/|0.5
GLOBAL_1400149495857|-118.232|34.053|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400149495857/|0.0
GLOBAL_1400149595428|-111.896|40.589|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[10min,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1400149595428/|0.0
GLOBAL_1400149910503|4.691|44.887|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[fra,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400149910503/|0.0
GLOBAL_1400151494949|34.365|-0.483|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[10min,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1400151494949/|0.0
USA_1400160622510|-80.013|37.789|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,usa]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/USA_1400160622510/|0.0
COL_1400165071910|-76.509|3.382|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[col,col]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/COL_1400165071910/|0.0
GLOBAL_1400165576089|-113.5|35.2|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400165576089/|0.0
GLOBAL_1400165795875|-113.5|35.2|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|5:9|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400165795875/|0.0
GLOBAL_1400171914581|-82.288|29.631|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400171914581/|0.0
GLOBAL_1400175255964|-3.673|50.429|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400175255964/|0.0
GLOBAL_1400186300510|-110.919|31.565|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400186300510/|0.0
GLOBAL_1400189182523|17.227|24.207|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400189182523/|0.0
GLOBAL_1400189244864|17.227|24.207|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400189244864/|0.0
GLOBAL_1400242721520|-84.019|34.683|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400242721520/|0.0
GLOBAL_1400244535905|0.1|44.9|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|3:12|none|[2020_2049,2020_2049]|[fra,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400244535905/|0.0
GLOBAL_1400252383402|97.0|38.0|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400252383402/|0.0
GLOBAL_1400255883910|-71.749|43.106|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400255883910/|0.0
GLOBAL_1400262787415|155.0|19.0|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400262787415/|0.0
GLOBAL_1400264793868|-73.615|45.462|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[can,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400264793868/|0.0
GLOBAL_1400271371453|25.313|-32.843|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400271371453/|0.0
GLOBAL_1400285253520|173.786|-35.182|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[nzl,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400285253520/|0.0
GLOBAL_1400292985122|-92.28211|37.45182|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[usa,global]|[30s,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400292985122/|0.0
ITA_1400293924570|-92.28211|37.45182|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,ita]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/ITA_1400293924570/|0.0
ISR_1400294061159|-92.28211|37.45182|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,isr]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/ISR_1400294061159/|0.0
ESP_1400294194058|-92.28211|37.45182|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,esp]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/ESP_1400294194058/|0.0
ESP_1400294592518|-92.28211|37.45182|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|6:10|none|[1960_1990,1960_1990]|[usa,esp]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/ESP_1400294592518/|0.0
GLOBAL_1400308815255|16.341|48.177|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[aut,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400308815255/|0.0
GLOBAL_1400323946869|36.276|49.593|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ukr,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400323946869/|0.0
GLOBAL_1400325839965|36.276|49.593|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|4:9|none|[2020_2049,1960_1990]|[ukr,global]|[30s,2_5min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1400325839965/|0.03
ESP_1400339981222|-2.389|43.169|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[esp,esp]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/ESP_1400339981222/|0.0
GLOBAL_1400353234852|-95.625|38.273|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[10min,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1400353234852/|0.0
PAK_1400423620438|74.46|31.492|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[pak,pak]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/PAK_1400423620438/|0.0
GLOBAL_1400429047788|7.625|47.503|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[che,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400429047788/|0.0
GLOBAL_1400429144577|7.658|47.495|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[che,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400429144577/|0.0
GLOBAL_1400440854503|-116.082|44.917|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400440854503/|0.0
